rating,ulasan,label
5/5,"Pertama kali menginap disini, lokasi hotelnya sangat strategis di malioboro dan sebelah plaza malioboro. Kamarnya cukup luas dan bersih. Saya pesan yg family room terdiri dari 3 single bed yang cukup untuk 3 orang dewasa atau 1 keluarga kecil dan anak2. Didalam kamar yg family room sudah disediakan water dispenser serta teko air,  jadi bisa ambil minum sepuasnya. Untuk mini bar nya juga dikasih free minuman dingin dan snack didalamnya. Proses check in juga cepat yg berada di lantai 8 hotel ini yg bersebelahan dengan kolam renang dan restorannya. Sungguh pengalaman menginap yang nyaman dan berkesan disini. Terima kasih Aveta Hotel Malioboro",Positif
4/5,"kamar kelas executive cozy, breakfast enak2, minus nya wifi di kamar nggak bisa dipake padahal di lobby dan resto kenceng",Positif
5/5,"Secara lokasi, hotel ini sgt strategis krn terletak di kawasan malioboro tepat di sebelah plaza malioboro.Parkir kendaraan roda 4 terbatas tp bisa dibantu oleh petugas valet hotel.Resepsionis ada di lantai 8.Terdapat kolam renang juga cm ukurannya kecil dg kedalaman 150cm.Ada bioskop mini untuk anak2 tp sayang kemarin pas kesana tidak ada jadwal tayang pagi hari.Untuk kamarnya cukup luas dengan ukuran ranjang yang besar, kamar mandi juga luas sekali.amenities lengkap, hanger ada 4 (di hotel lain biasanya cm 2 atau 3) bantal ada 4, tissue melimpah.Tersedia kulkas mini, brankas, hair dryer.Cuma 1 kekurangannya adalah tidak tersedia kran khusus untuk wudhu.jadi kalo mau wudhu ya di wastafel",Positif
5/5,Service mantap. Sembari menunggu check in bs ajak anak nntn di movie room for free,Positif
5/5,"Kamar oke, pelayanan oke.. ada deposit 200rb sewaktu check in.. Lokasi sangat oke.. keluar loby langsung jalan malioboro.. 👍👍",Positif
5/5,"Lokasi Deket jalan Malioboro,kamarnya luas dan pelayanan juga the best....recommended lahh buat tempat nginap yg strategis....",Positif
5/5,Bagus pelayanan nya cepet terima kasih.. next menginap lagi,Positif
5/5,"4 Hari 3 malam kami menginap di hotel ini dengan berbagai kenagan indah yang twrjadi selama kami berada di jogja.keramahan serta pelayanan Staff reception yang membantu kami sejak mulai check-in sampai check-out di hari terakhir membuat kami serasa bagai raja.Selain itu kesigapan staff house keeping nggak kalah hebat membuat kamar kami selalu bersih dan linen yg di ganti setiap hari sesuai permintaan kami membuat tidur kami lebih nyaman dan nyenyak,bgt pun dengan qualitas laundry yang tidak kalah hebat.untuk pelayanan room service,dan di Kala Jumpa Bar & Dinein nggak kalah hebat. semua staff selalu memberikan pelayana terbaik mereka dengan senyum tulus dan selalu memberikan service yg terbaik terima Waiter Mas Ali yg selama kami menginap selalu melayani kebutuhan makan minum yang kami pesan.untuk Menu Breakfast ada beberapa menu yang perlu di adjust baik dari rasa maupun variasi dan kombinasinya tapi over all buat saya audah OK.di akhir review kami tak lupa untuk divisi security yg nggak kalah hebat dengan departemen laen,kesigapan,keramahan selalu di berikan selama kami menginap di Aveta.Dan Jika ada kesempatan berlibur ke Jogja lagi maka saya pastikan kami akan kembali ke hotel ini. Semangat Buat seluruh Staff dan Crew Avetta Hotel ...berjuta terima Kasih dari kami buat kalian..Note : Suite Room Recommended buat keluarga...",Positif
5/5,"Sebenarnya nyamaaaannnn, hanya saja kurangnya di dekat balkon kamar kami ada renovasi rumah warga, mengganggu sekali untuk saya yang berjilbab, kalo mau lepas jilbab harus ditutup gordennya, privasi jadi terganggu. Selebihnya okelah. Sarapan lumayan enak.",Positif
4/5,"Dari sisi lokasi luar biasa premium karena benar-benar di tengah Malioboro. Untuk FB di resto dari sisi presentasi maupun rasa oke.. Kolam renang dan fasilitas nya pun oke. Untuk liburan hotel ini oke banget, tapi kalau untuk aktivitas bisnis seperti meeting disini mungkin perlu lebih ditingkatkan lagi standar pelayanannya supaya sampai ke tingkat service excellent. Pelayanan di pos security sangat luar biasa bintang ⭐⭐⭐⭐⭐ karena sangat baik ramah dan helpful, service terbaik justru di security",Positif
5/5,"Enak banget disini pelayanan ramah, tempat strategis, top lah",Positif
5/5,bagus hotel nya nyaman bersih rapih 🥰🥰🥰,Positif
5/5,"waktu itu kesana saat ada acara donor darah, tempatnya comfy dan juga luas di area parkir nya juga lumayan luas dan terjaga karena ada satpam nya, tempat buat sarapan nya juga sangat nyaman dan menyenangkan krn warna nya sangat colorful dan makanan yg disajikan juga sangat enak",Positif
5/5,"Hotelnya bersih, breakfast nya enak, pegawai nya ramah2, tempatnya sangat strategis. Berada di jalan malioboro. Senang menginap disini.",Positif
5/5,"Pertama kali menginap disini lokasinya oke
Pelayanannya juga baik
Lampu terang , kamar bersih
Butuh apa apa langsung cepat ditangani",Positif
5/5,"Pelayanan nya kak risa, Silvia dan ikhsan sangat baik dan juga ramah",Positif
5/5,"Tempatnya strategis. Kemarin dapat kamar tiga tempat tidur tanpa jendela dan tanpa balkon. Tapi nggak masalah, karena kamarnya cukup luas. Lokasi strategis, pas di Jl Malioboro. Lobby nya di samping, jadi masuk lewat gang. Tapi kalau masuk lewat cafe yang ada di depan, bisa juga. Resepsionis ada di lantai 8. Kolam renang juga ada di lantai 8, di sebelah resepsionis. Waktu menginap di sini, nggak pakai breakfast karena mendingan cari makan di sekitaran Malioboro, lebih banyak yang seru.",Positif
5/5,"- Kamar: Premier Malioboro View cukup baguss. Dapet balcon dan view malioboro. Kalo mau yg beneran mepet jalan bisa di kamar no 225.- service: oke. Petugas sopan, cepet dan tanggap. Kemarin AC kamar sempet ga dingin terus langsung di baikin malam itu jg dan udah tertangani.- Makanan: breakfast enak, menu variatif. View ok.- Restaurant: Nasi goreng specialnya enak banget. Spaghetti carbonara agak hambar. Harga makanan masih reasonable, bisa diantar ke kamar dan ga lama. Top bgt.- Parkir; parkir sebenernya ada di dalam, drop zone nya jg ada di dalam. Cuma kalo abis drop keluarnya harus mundur dan alangkah baik nya kalo satpam nya bantu arahin. Untungnya keluar pas subuh jadi gang nya belum terlalu padat orang.- lokasi: hotel terletak di jalan malioboro jadi kalo malam akses bisa lewat gang kecil dan jalan kaki Apakah recommended? Mungkin iya. Untuk yg turis dan mau bener-bener merasakan malioboro boleh dicoba. Tapi kalo yg pengen explore jogja bagian lain mungkin bisa cari hotel yg diluar jl malioboro karena akan sangat macet dan sopir ojol kemungkinan besar ngomel haha.",Positif
4/5,"Semua perfect, kecuali kita masih disuruh nunggu walaupun check in jam 4 sore.",Negatif
5/5,"Kamar: Bersih, lumayan luas, perlengkapan mandi lengkap, balkon oke.Servis: Pelayanan oke, pesan via Aplikasi Agoda saya minta beberapa request khusus beneran dikasih Mantap..Lokasi: ini yg jadi nilai lebih dr hotel Aveta. Berlokasi di tengah jalan Malioboro yang samgat strategis. mau kemana2 deket.Kekurangan: akses ke lobi agak ribet krn harus melewati cafe, atau kalo mau lewat jalan samping tidak ada petunjuk khususnya..",Positif
5/5,"Untuk lokasi bener bener strategis ada di pusat kota keluar hotel langsung jl Malioboro, kamar terbilang luas dan wangi nya enak, pelayanan baik baik",Positif
5/5,"Pelayanan dan fasilitas sangat memuaskan. Juga sangat ramah
Kak eki",Positif
1/5,"Parkir valey lemot,ambil mobil d suruh nunggu 1,5 lebih payah...",Negatif
5/5,"Lokasinya luar biasa! Berjalan kaki dari stasiun kereta, hotel tepat di jalan malioboro.Kamarnya sangat besar. Kami memiliki fasilitas yang kami butuhkan untuk malam itu harga sangat bagus, sekitar 40-45 euro Sarapan juga termasukKami juga dapat meninggalkan tas kami setelah check out dan membawanya kembali nanti malam Staf ramah dan membantu",Positif
5/5,"Lokasi terbaik dengan layanan terbaik, jika Anda ingin bebas keramaian di Malio, maka Hotel ini adalah pilihan yang tepat!",Positif
3/5,"Point + tempat di malioboro sebelahan sama plaza malioboro, banyak pedagang makanan enak2 di depannya. Kamarnya luas tapi di bawah meja terlihat kotor seperti bekas tetesan kopi yg tidak bisa hilang jadi tidak enak dipandang. Bantal ada noda kuning. Saya booking kamar yang ada balcony nya. Meja berdebu tempat kopi dan teh berdebu bahkan gula sudah terlihat lama tidak di ganti.",Negatif
5/5,"Kami baru-baru ini tinggal di hotel yang fantastis ini di Jalan Marioboro, dan pengalaman kami sungguh luar biasa. Dari saat kami tiba, kami disambut dengan kehangatan dan efisiensi yang menentukan suasana selama kami tinggal. Kamar-kamarnya rapi dan luas, menawarkan perpaduan sempurna antara kenyamanan dan gaya. Tempat tidurnya sangat nyaman, memberi kami malam yang tenang setelah menjelajahi lingkungan sekitar yang semarak.Kolam renang hotel merupakan daya tarik utama bagi keluarga kami—bersih, terawat, dan merupakan tempat yang tepat untuk bersantai dan bersenang-senang bersama. Kamar mandinya modern dan kuat, memastikan semua orang merasa segar setelah seharian bertamasya.Sarapan adalah fitur menonjol lainnya. Setiap pagi, kami menikmati serangkaian pilihan segar dan lezat yang memenuhi setiap selera dan preferensi. Itu adalah cara sempurna untuk memulai hari-hari petualangan kami.Lokasi di Jalan Marioboro sangat baik. Ini menempatkan kami tepat di jantung keramaian, dengan akses mudah ke tempat-tempat wisata lokal, toko-toko, dan restoran-restoran.Secara keseluruhan, hotel ini melampaui semua harapan kami. Ini adalah pilihan tepat bagi keluarga yang mencari perpaduan antara kenyamanan, kemudahan, dan kualitas. Kami sudah menantikan kunjungan kami berikutnya!",Positif
5/5,"Seru banget tidur di hotel Aveta malioboro, paling suka hotel nya arah depan langsung malioboro dan di samping langsung mall plaza malioboro. Wajib nginep di hotel Aveta malioboro.",Positif
4/5,"Hotel ini terletak tepat di jalan Malioboro, sangat strategis untuk yang ingin merasakan suasana Jogja. Kamar nya bersih dan hampir semua ada connecting door nya. Untuk parkir mobil tidak usah bingung, disediakan vallet dikarenakan lahan parkir yang sempit. Overall puas menginap disini",Positif
5/5,Lokasi sangat strategis.. hotel nya wangi rempah dimana2 bikin fresh yg baru dtg dr kulon Progo..,Positif
5/5,"pernah liburan kesini sama keluarga,hotel bersih,kolam jg bersih,kamar bagus luas, tapi view kamar biasa,makanan enak,lokasi bagus,parkir sempit tapi satpam sigap,",Positif
5/5,"Mau membagikan pengalaman saya menginap di Aveta, memang sudah agak lama waktu ada event Malioboro Run 2023.untuk lokasi sangat sangat sangat strategis di pinggir jalan malioboro dan dekat dengan mal malioboro, jadi saya dan keluarga sangat menikmati suasana malioboro malam hari dan bisa mudah berbelanja dengan mudah.diawal yang saya sedikit kecewa pada saat saya datang disekitar jam 12.00 diinfokan adalah baru bisa masuk kamar jam 14.00 karena kamar sedang disiapkan, tapi untungnya barang-barang yang saya bawa bisa dititipkan di resepsionis sehingga sangat membatu ketika saya mau ke malioboro mall sampai menunggu waktu chech in.satpam yang benar-benar sangat membantu saya ketika ingin parkir, dan disini kurangnya untuk akses jalan masuk dan keluar hanya cukup satu mobil sehingga harus bergantian.untuk kamar sangat nyaman dan ada fasilitas bioskop mini untuk anak-anak. breakfast dengan berbagai macam makanan yang bisa dipilih dan posisi restauran dipaling atas dengan pemandangan malioboro dan kota jogja.tapi overall saya sangat menikmati menginap di Aveta",Positif
5/5,"Pelayanannya ramah, bersih, dekat dr malioboro jd untuk jalan2 aksesnya midah",Positif
5/5,Bukan nginep di sini cuma numpang istirahat aja,Negatif
5/5,"Nyaman ,gud service .. terimakasih mba feby ,mas wahyu 😊",Positif
5/5,"Minggu lalu saya nginap disini worth it si. pertama letaknya strategis , banyak kuliner di dekat hotel, pelayanan juga ramah, mantab",Positif
5/5,Tempat yang baik untuk menginap dengan harga yang baik dan sepadan dengan yang didapat,Positif
4/5,"pelayanannya ramah dan sangat membantu mba risa, mba tisa",Positif
5/5,"Sangat senang berada di sini, akan berkunjung lagi lain kali.Lokasi di jalan Malioboro dengan pelayanan terbaik!!",Positif
5/5,"Pelayanannya baik, ramah.. hanya kurang di area masuk mobil ny agak sempit... tp semuanya baik... recomended untuk daerah pusat jogja",Positif
5/5,Hotel yg nyaman. Breakfast nya enak. Lokasi strategis dan staff nya ramah. Awalnya sempat ragu perihal parkir kendaraan di hotel karena bawa kendaraan sendiri. Ternyata bantuan valet parkingnya cukup baik,Positif
4/5,"(+) Lokasi strategis tidak terbantahkan.. Menu breakfast variatif (plus nasi gudeg).. Kolam renang cukup representatif untuk anak-anak..
(-) Parkir hanya dengan vallet, tidak ada lobby untuk bersantai",Positif
5/5,"hotelnya bagus banget, bersih, nyaman, deket bgt ke daerah malioboro jadi deket mau cari barang / makanan ngga jauh, pelayanannya oke, bagus bgt udah nginep ke 2 kalinya disini ngga mengecewakan",Positif
5/5,"Keluar hotel langsung jalan malioboro
Pelayanan bagus sekali",Positif
5/5,"Kamar bersih, lorong hotel juga bersih & wangi, dan staff sangat ramah, diberikan handuk dingin saat baru sampai hotel & check in karena cuaca di Yogya saat itu panas. Breakfast oke, tapi saran saya butter nya kalau bisa yg di dalam kemasan (satuan). Karena butter yg tersedia sudah diambil banyak orang, jadi pisaunya sudah tercampur dgn remahan roti.",Positif
5/5,"Restaurant nya luas, adem dan bersih walaupun saya tidak menginap di hotel nya tapi consume di resto nya. Makanan nya enak dan bikin kenyang, dan di depan resto nya ada minuman yang seger Cinjo namanya, tambah bikin adem tenggorokan.Thanks Kala Jumpa",Positif
5/5,"Lokasinya pas berada di jalan Malioboro. Jadi kalo ke Jogja, nginep di hotel ini, jalan ke depan bisa langsung belanja sambil menikmati crowd road nya Malioboro.Hotelnya nyaman, pelayanan bagus, makanan enak. Hehe, aku ke sini pas lagi kegiatan training sih. Eh iya, Avieta menyediakan tempat khusus buat kamu yang pengen ngadain meeting, training, dll.Harga di kisaran 1,5 jutaan per malam. Wort it lah untuk hotel yang vibes depannya udah Malioboro.",Positif
5/5,"Sama seperti hotel pada umum nya, turun ke bawah lgsg jalan malioboro",Positif
5/5,pelayanan bagus .. klw bisa menu utk cemilan nya tambah pisang goreng dan tempe mendoan,Positif
5/5,"Nyaman untuk tidur, yang penting buat saya bantalnya enak untuk tidur, tidak terlalu empuk, jadi dileher nyaman.Begitu keluar hotel disambut makanan dan langsung bisa nongkrong karena di  Malioboro persis.15 menit jalan kaki dr stasiun tugu, deket banget.",Positif
5/5,Untuk ke 3 kalinya saya nginap di sini tempat yg strategis dekat malioboro..hari pertama menu nasi goreng dan bihun goreng biasa saja tidak ada rasa..hambar dan hari ke 2 nasi gorengnya hambar tidak ada rasa begitu jg dengan mie goreng,Negatif
1/5,PARKIRANNYA NGGAK AMAN. NARO BARANG DI DASBOR ILANG... Hadehhh,Negatif
5/5,"Hotel ternyaman di malioboro
Kamar sangat luas walaupun booking di type teerendah",Positif
5/5,Hotel sekitaran pelataran malioboro. Lokasi sangat strategis. Sayang kalo malam jam 6-9 ga bisa masuk hotel karena jalan ditutup. Tidak ada akses jalan alternatif untuk masuk mobil. Jadi sementara parkir di jalan Mataram. Untuk bf hanya include 2 orang dewasa. Anak2 dihitung 1/2 harga dewasa.,Positif
5/5,"Pelayanan oke, dan bagus dari mbak Risa, mbak danisa dan mbak silvia",Positif
2/5,"Sebenernya udah 2x nginep di sini,kali ini pakek acara deposit kamar,nah pas checkout gak d ksh tau klo bawa smua kunci,kunci sy tinggal d kamar karena biasanya d hotel lain tdk masalah,karena jg harus check,apalagi lobby d lantai 8 yg bikin agak merepotkan yah menurut saya,untuk makanan lumayan lah ya untuk rasa,tapi untik parkir sempit dan ditutup jam 5 sore jalan dpn hotel alhasil nunggu jam 9 mlm dl baru bs parkir",Negatif
4/5,"Hotel nya pake deposite 200rb, kamar nyaman, letak di malioboro, dapat kamar tanpa jendela pemandangan, dapat free chiki, oreo, dan floridina, utk air mineral ada galon di lorong bisa refill.. pintu lobi nya dari samping, jd bukan di pinggir jalan, di bawahnya ada mushola kecil, tiap lt. Ada wc, reseptionis di lt.8",Positif
5/5,Terima kasih banyak atas keramah tamahannya Silvia dan Febi...momen yang luar biasa dan luar biasa....cherrssssss,Positif
5/5,"Lokasi strategis bersebelahan dengan mall. Di lantai atas ada kolam renangnya, resepsionis berada di lantai 8. Antar lantai menggunakan kartu lift, lebih privacy. Staf sangat membantu dan gerak cepat. Saya sempat pinjam setrika dan langsung dipenuhi.",Positif
5/5,"Dari segi tempat ga diragukan lagi, keluar hotel langsung ke jalan malioboro. Kamarnya lega dan kasurnya luas untuk ukuran superior, terang dan ga redup, bersih banget. Ga terkesan horor untuk kamar Dari lobby, receptionis sampe ke area kamar wangi banget banget Staffnya sangat helpful dan ramah.Amenities nya oke banget, ini hotel pertama yg kutemui sabun-sabunnya non busa tapi tetep clean, sangat inovatif, peduli dengan orang"" yg kurang cocok sama amenities nya hotel. Dari segi breakfast secara rasa oke banget tapi pastry nya kurang variatif. Tapi over all udah keren banget dan ga nyesel spend money n time di Aveta Hotel. Sukses selalu yaa",Positif
